# G4Cosmic CORSIKA text .dat shower list
# event_id corsika_id x_m y_m z_m px_GeV py_GeV pz_GeV time_ns
# primary=proton energyMode=powerLaw spectralIndex=2.7
17 13 -0.36062619 0.384587 1.9 -8.1434054 21.531366 -23.988435 2.4421455
18 14 0.027827373 0.35590884 1.9 515.64748 138.83393 -366.36868 8.270486
18 2 0.34008154 0.32380357 1.9 0.44318769 -0.54879917 -5.1425729 16.336835
18 3 0.074540339 0.33986851 1.9 2.8124048 1.5403204 -2.8289606 39.146699
18 5 0.20156674 0.18868042 1.9 -5.1519455 -1.4558784 -4.8219183 40.267355
18 5 0.44847901 0.31656932 1.9 -1.348056 -0.27116149 -2.1761738 34.618905
18 3 0.032499996 0.41550529 1.9 -0.13867834 0.04418842 -0.2919356 35.600234
18 2 0.14329664 0.2710433 1.9 -1.4817168 3.1674495 -3.2131075 40.928046
18 6 0.32519897 0.39538057 1.9 -0.19349326 0.079793403 -0.32575552 38.002602
19 14 -0.5137466 -0.34504543 1.9 647.11491 -1617.2359 -1005.9481 14.54058
19 5 -0.36934942 -0.634753 1.9 -158.97937 351.53125 -1018.9285 17.065689
19 14 -0.25000034 -0.39705769 1.9 0.15606694 1.4704668 -3.3844598 44.501349
19 14 -0.16333022 -0.75192658 1.9 1.5023677 -0.55243521 -2.9364397 35.383728
19 5 -0.52571518 -0.50808163 1.9 0.17313824 1.2020195 -1.1149858 1.4798805
19 2 -0.13910109 -0.39023373 1.9 -1.0915789 0.47557232 -1.057948 48.77567
19 3 -0.41171334 -0.56007645 1.9 56.80491 166.42522 -113.70779 10.362128
20 14 0.5038884 -0.5367076 1.9 -160.71681 251.01429 -246.59883 39.032243
20 6 0.23417446 -0.5044098 1.9 -11.135294 62.33808 -38.015605 16.629765
20 1 0.24677611 -0.66654014 1.9 49.940297 8.2672858 -75.068853 18.286186
21 14 -0.52386271 0.34590326 1.9 -135.58364 497.12645 -479.1557 23.143707
21 1 -0.43204034 0.13947691 1.9 18.402803 12.039253 -27.53051 16.03961
21 6 -0.39301081 0.23750423 1.9 3.4250787 2.7609081 -2.5939821 43.257178
22 14 -0.20733955 -0.29289996 1.9 49.252674 133.23423 -590.37491 45.224237
22 5 -0.56153967 -0.025250978 1.9 0.67065365 0.73081073 -1.8807918 45.95304
22 5 -0.51482696 -0.42801252 1.9 97.643822 -9.4565821 -168.88857 36.500927
22 14 -0.43549195 -0.032579374 1.9 0.82980885 -1.0582743 -1.0722556 9.1860769
23 14 -0.59192552 -0.16968588 1.9 -19.624645 433.72917 -377.88477 5.4385665
23 3 -0.58511526 -0.38114415 1.9 0.61674878 -1.7382052 -1.0753117 32.497655
23 3 -0.53703195 -0.074649251 1.9 0.092274619 -0.090836775 -0.43793966 4.5879116
23 14 -0.44450881 -0.22232404 1.9 -1.003368 -4.2906563 -14.23891 28.277783
23 14 -0.72281917 -0.45718042 1.9 2.294135 -1.0422204 -3.1287789 44.819785
23 2 -0.47560822 -0.20573156 1.9 -0.2199723 -0.69603146 -1.6305211 30.311675
24 14 -0.057852293 0.31480532 1.9 98.588347 -124.71888 -368.33637 35.930272
24 13 0.2507239 0.20527754 1.9 38.249126 0.40711274 -25.199868 13.841723
24 13 0.083255511 0.53411842 1.9 -49.193669 26.262027 -32.468326 36.065041
24 14 -0.24921594 0.15714329 1.9 0.19281237 -2.9329925 -3.4687498 44.52753
24 14 0.23742298 0.27218387 1.9 -0.60047517 -0.32213068 -0.70242674 17.263569
24 1 -0.12251212 0.1250332 1.9 -43.049209 71.059674 -113.10489 48.684803
24 14 0.05696803 0.17115915 1.9 0.086061451 -0.3120023 -0.39518552 45.729137
25 14 -0.30161184 0.458883 1.9 -10.268602 -49.817042 -837.82867 30.316497
25 13 -0.42962513 -0.053201613 1.9 -35.11205 -4.8040851 -61.908462 42.21693
25 5 -0.47467603 0.082070721 1.9 -0.075636714 0.064828013 -0.24071385 44.445514
25 1 -0.52917586 0.40835118 1.9 0.15043105 0.088013016 -0.31172743 37.824379
26 14 0.36037961 -0.23360419 1.9 20.863552 262.49081 -231.12095 38.755162
26 3 0.19066505 -0.33608615 1.9 28.604954 -60.339016 -72.452854 10.354413
26 1 0.42198027 -0.60918165 1.9 -0.27470162 0.063182972 -0.36676679 20.26339
26 3 0.29874905 -0.1210666 1.9 -10.903686 6.1979245 -42.730018 49.048595
26 1 0.26843947 -0.29742406 1.9 -0.046212703 -0.0040846451 -0.097925963 32.528864
26 6 0.22068749 -0.61243988 1.9 -1.9426039 27.070564 -39.036046 4.3572312
26 3 0.15512076 -0.26351971 1.9 -0.34209367 0.29821118 -0.53923462 7.9596845
27 14 -0.36184484 0.48126442 1.9 -1283.5744 804.30008 -1121.4451 7.1300704
27 3 -0.51177576 0.49945065 1.9 -39.846662 -152.42224 -145.96044 25.895733
27 1 -0.44271842 0.042371394 1.9 11.640637 -15.965788 -12.757677 30.153323
28 14 0.25723017 -0.16943753 1.9 445.22003 -67.453281 -467.36622 37.845404
28 3 0.57824993 -0.3926398 1.9 0.096015833 0.099864788 -0.29546458 43.44282
28 1 0.14560557 -0.25573673 1.9 -14.38311 -10.247744 -48.31364 16.151382
28 1 0.52482097 -0.11215163 1.9 -132.18353 51.685819 -135.73613 43.112236
28 5 0.2047783 -0.23045352 1.9 -21.43116 -41.716323 -105.82277 27.298771
28 3 0.2442977 -0.21039869 1.9 -1.5424555 -1.480168 -3.4186981 47.374758
28 1 0.32428296 -0.50796041 1.9 0.61540603 -0.024723638 -0.43786322 49.06937
29 14 -0.059804982 0.00973466 1.9 372.44746 -48.250034 -766.71112 19.290129
29 13 0.22176968 0.11037843 1.9 19.683064 8.9243749 -32.295975 48.459806
29 14 -0.01955174 -0.040371946 1.9 6.9416083 -35.73656 -75.87381 49.231969
29 5 0.2468819 0.07390456 1.9 41.805616 51.698125 -402.09362 27.956824
30 14 0.35501582 -0.37717812 1.9 644.59072 -365.37088 -966.60015 46.297083
30 3 0.57677441 -0.0010846855 1.9 -3.6134574 0.69652787 -3.1664527 16.574588
30 14 0.52887644 -0.19069615 1.9 14.168474 4.5689666 -18.304449 49.250724
30 1 0.73073561 -0.036397192 1.9 -9.7724992 -247.59364 -489.43708 46.974331
31 14 0.022453195 0.63706431 1.9 872.6782 -511.3888 -618.11759 39.152643
31 14 -0.095871908 0.73769963 1.9 61.221762 19.19289 -65.253639 2.499855
32 14 0.33141722 0.2017861 1.9 155.4948 -90.117298 -316.82076 2.3854398
32 6 0.453375 0.23918289 1.9 -3.7352323 -5.6943701 -6.7223273 13.098528
32 1 0.61259181 0.12033499 1.9 0.38839721 0.37439293 -1.0918487 25.679577
32 14 0.40894273 -0.12352831 1.9 2.748678 -7.2639891 -34.456547 37.787787
32 1 0.32258274 0.0069767613 1.9 -62.632984 1.6869335 -82.114484 0.84581429
32 3 0.47896779 -0.042791294 1.9 -33.416828 -15.629021 -74.865404 39.24805
33 14 0.48935596 -0.25535933 1.9 248.64833 183.90354 -548.88306 43.152983
33 14 0.32762582 -0.26673306 1.9 54.989827 31.637155 -95.051159 36.309195
33 14 0.32692496 -0.37737653 1.9 -0.21468553 0.31059385 -0.34795635 47.597344
33 5 0.40291266 -0.1997074 1.9 159.59766 -191.86313 -178.32875 17.546777
33 2 0.38956399 -0.35606694 1.9 -11.006062 -27.18597 -46.956004 24.554784
34 14 0.12288455 0.43657009 1.9 -159.07782 -197.60272 -260.22132 20.57242
34 3 -0.14093447 0.34308691 1.9 0.038710808 -0.01096202 -0.13516314 29.456268
34 13 -0.14169604 0.33788627 1.9 -0.079935231 0.14073066 -0.19027346 3.7516344
34 1 0.075127348 0.52460996 1.9 0.55062583 -0.12565701 -0.8759082 11.948449
34 5 0.11390997 0.36967731 1.9 -0.030244201 -0.082691691 -0.062615864 39.483969
34 1 0.20422422 0.39311564 1.9 8.3674681 26.976405 -19.836927 11.572793
35 14 0.57844936 0.18038713 1.9 362.91342 449.62772 -552.71634 10.91213
35 1 0.4969309 0.1094961 1.9 31.081318 81.173879 -80.417791 10.842794
35 14 0.20495557 0.17299628 1.9 29.647273 6.9264528 -34.217417 35.9494
36 14 -0.1943059 0.28755261 1.9 -226.44733 395.63799 -302.06952 41.510656
36 14 -0.13499092 0.75667362 1.9 0.31367487 -15.581675 -13.041707 6.8129925
36 14 -0.29047943 0.4083118 1.9 -0.14775571 0.069334737 -0.54628856 25.243149
37 14 0.50931208 -0.2270749 1.9 331.15821 92.348113 -200.34553 3.0685768
37 14 0.61620607 -0.19579426 1.9 -0.99977769 0.88978884 -1.1689699 6.9680296
37 1 0.61548237 0.16942565 1.9 5.0445847 -10.911386 -22.102019 44.442873
37 13 0.40541834 0.065099749 1.9 -0.27083826 0.29519292 -0.23247334 41.968986
37 2 0.40155843 0.078793897 1.9 -9.7623806 -7.5627791 -22.130521 22.728834
37 6 0.2773102 -0.09494839 1.9 -30.60982 -144.55124 -125.45078 7.4105585
38 14 -0.28409235 -0.24049945 1.9 -229.71838 450.26926 -325.54525 2.9519443
38 2 -0.42552115 -0.33802859 1.9 11.838964 -11.58388 -26.983026 18.278715
38 6 -0.28266817 -0.18781274 1.9 0.08080823 0.10466845 -0.24943367 13.997475
38 14 -0.17734208 -0.40039186 1.9 5.8300411 -51.977675 -43.75838 35.170386
38 3 -0.61553405 -0.24342115 1.9 -0.028105538 0.21094057 -0.28081907 45.135911
39 14 -0.36896098 0.11478446 1.9 -79.723348 1114.1522 -2089.8806 45.251011
39 5 -0.28516732 -0.37914972 1.9 -6.4985237 1.428729 -3.8975492 0.13366622
39 1 -0.36664092 -0.15787974 1.9 15.105315 950.5581 -740.89073 38.573261
39 6 -0.32389668 -0.47255711 1.9 -0.49625551 2.8878615 -3.3252944 25.768365
39 5 -0.28769131 -0.14357553 1.9 0.49074724 0.48546546 -0.97549699 4.3959853
39 13 -0.057799846 -0.22659746 1.9 514.82307 -622.82362 -556.53221 5.824018
39 14 -0.38539281 -0.24841872 1.9 -14.853942 1.7240459 -16.025207 25.87254
39 1 -0.080273725 -0.086123332 1.9 -9.8715144 -1.3246763 -8.6346191 46.152154
40 14 -0.14257073 0.57679344 1.9 155.50065 145.52189 -399.71754 34.814283
40 13 0.01670922 0.50203358 1.9 -25.90979 -13.919138 -32.859932 28.302788
40 14 -0.017129278 0.73833659 1.9 3.2742599 2.6744249 -9.2442853 45.154132
40 1 -0.073921098 0.4197053 1.9 -0.026513226 0.074455055 -0.10459451 31.193444
40 3 0.059164902 0.57296888 1.9 4.7069235 6.5894598 -18.878316 1.8326586
41 14 -0.2009465 0.27533472 1.9 -106.27571 35.785813 -643.61827 13.338762
41 1 -0.036897812 -0.24399037 1.9 6.1794212 -7.4821985 -10.874491 48.754579
41 2 0.11616711 0.016135797 1.9 0.055373179 0.11795805 -0.21569647 28.551559
41 1 -0.027152755 0.0063503761 1.9 -60.254115 -76.690522 -109.65507 17.779694
42 14 -0.45661238 -0.56867449 1.9 -232.40692 145.14197 -231.55174 16.576636
42 2 -0.14803986 -0.39563409 1.9 0.63231072 -2.8375691 -3.3456633 41.287256
42 6 -0.51487029 -0.17478589 1.9 -12.005197 -22.83167 -33.118586 48.953724
42 1 -0.32240108 -0.3087572 1.9 -78.57443 89.005658 -98.300261 14.833073
42 3 -0.46442382 -0.44790531 1.9 -4.3431577 -48.432698 -53.914199 44.490232
43 14 -0.48542676 -0.72892978 1.9 494.59669 -210.85484 -469.66878 49.827311
43 13 -0.52598691 -0.38543417 1.9 111.11714 -140.76396 -196.88706 19.94125
43 13 -0.52624445 -0.38506833 1.9 91.419816 167.36749 -197.78175 34.761125
43 3 -0.59043349 -0.67016812 1.9 3.3456667 -7.5628752 -5.4637141 44.336298
43 13 -0.63146535 -0.35800032 1.9 21.31913 -13.937849 -15.62432 32.340923
43 5 -0.52559507 -0.65185285 1.9 0.46317801 1.7941595 -3.5160135 15.423627
44 14 -0.36355477 0.3125132 1.9 -398.06221 -346.50716 -425.65856 14.227644
44 5 -0.14281683 0.24055309 1.9 0.097457367 0.074261877 -0.31445656 2.8740618
44 5 -0.52781793 0.10787885 1.9 0.24071996 -0.060491543 -0.33713857 29.459192
44 5 -0.41561424 0.47467502 1.9 -6.3398259 -9.4080679 -20.207088 33.129384
45 14 0.17357907 -0.25109452 1.9 402.20163 99.539483 -291.3012 42.283821
45 2 0.058761404 -0.34914054 1.9 40.972113 -14.055796 -51.72996 6.8697513
45 3 0.18722779 -0.18291798 1.9 -0.77490809 8.2730068 -6.9760726 36.353601
45 13 0.22783058 -0.51307815 1.9 -16.113822 -22.66012 -23.79805 49.165323
45 14 0.21165473 -0.45904934 1.9 0.14407845 -0.028505378 -0.29373747 44.423197
45 3 0.29661432 -0.29092942 1.9 -0.10176244 0.36016218 -0.91864728 27.592289
45 5 0.16749794 0.053616328 1.9 -13.644364 38.628268 -36.519443 28.20529
45 6 0.49227601 -0.061276571 1.9 -16.412017 29.404044 -39.110614 48.975583
46 14 0.77371594 -0.0040391883 1.9 -83.403022 174.48036 -305.12299 40.358086
46 13 0.75231528 0.021612669 1.9 0.15086568 -0.027506881 -0.28435103 33.390616
46 2 0.73197884 -0.26403176 1.9 0.072439419 -0.73780222 -0.72672157 38.279875
46 1 0.48487958 -0.25222233 1.9 -47.097434 52.116257 -79.314444 40.633108
46 3 0.63785399 -0.042321888 1.9 2.2347759 -2.0664539 -2.9884968 3.6399281
46 5 0.48003348 -0.22201561 1.9 -32.1049 17.946295 -33.329686 31.164213
46 5 0.7012538 -0.1737131 1.9 2.1499209 1.5447756 -1.5986841 42.465735
47 14 -0.25423231 -0.42036227 1.9 163.63022 385.43372 -707.46925 26.084299
47 14 -0.11202333 -0.20149943 1.9 0.8335654 -12.835612 -22.734558 31.132323
47 14 -0.54144608 -0.32092497 1.9 -14.044094 -110.47462 -93.844442 28.92528
47 13 -0.23857965 -0.10388611 1.9 6.0873526 6.5564478 -9.4315212 48.116811
48 14 0.5554401 -0.15629329 1.9 425.31584 -66.406131 -286.95338 49.370406
48 5 0.46341126 -0.27995089 1.9 13.590132 -7.2447255 -12.344876 49.376899
48 14 0.69257064 -0.31051963 1.9 -5.2185045 19.746302 -36.542434 35.233772
49 14 0.69459272 -0.15797048 1.9 -982.81451 717.62136 -923.74771 47.559814
49 14 0.48539194 -0.18044307 1.9 -203.17615 228.28958 -720.20237 47.554975
49 1 0.41140836 -0.29172964 1.9 -1.7239001 -1.2328972 -2.6185736 24.341896
49 14 0.73580782 -0.078935118 1.9 3.0862966 -0.28332337 -2.897974 11.705439
49 5 0.47375056 -0.22690593 1.9 262.53012 146.15912 -220.14479 2.4238101
49 5 0.51762417 0.028804724 1.9 0.84606534 0.33891843 -0.56811581 9.4429726
50 14 -0.10758903 0.12076001 1.9 -386.80207 51.412924 -712.74607 23.79652
50 6 -0.041467433 0.64952243 1.9 0.18419592 0.43372892 -1.5108862 19.779601
50 14 0.17806163 0.66273113 1.9 -0.38241556 -0.18408906 -0.75671827 47.241179
51 14 0.24080259 0.10158701 1.9 -257.01318 -7.1486563 -411.18606 19.796709
51 13 0.79573622 0.1501777 1.9 -0.033006229 -0.044635982 -0.13286811 6.9803763
51 3 0.43393901 -0.17235972 1.9 -13.247881 5.8859706 -30.705827 28.594864
51 2 0.56896672 -0.081416476 1.9 -0.23621191 0.20425451 -0.2090403 6.4759128
51 5 0.47179719 -0.071903701 1.9 -1.3902072 1.2406243 -2.8237034 23.507091
51 2 0.64931289 -0.1779023 1.9 0.24256144 -1.0528688 -9.4656618 18.71996
51 2 0.66573753 0.024473201 1.9 15.696201 4.3273024 -30.723041 2.9172496
52 14 -0.047648267 0.093019398 1.9 -161.07666 -336.74626 -600.2427 46.816403
52 5 0.19967141 0.084850402 1.9 -0.17885025 0.45361191 -0.31762103 5.1273535
52 6 -0.30233049 -0.10710215 1.9 3.6291502 1.5896051 -3.0246176 0.87359652
52 6 0.076738574 0.023236866 1.9 -0.70041583 -1.0258857 -2.0742881 4.5599892
52 6 -0.16028218 -0.071847226 1.9 -47.769629 17.696066 -161.3433 15.163159
52 5 -0.024883269 -0.15994268 1.9 91.436949 4.5824169 -103.81356 44.011416
52 14 0.34390162 -0.21537618 1.9 141.33599 -23.593134 -88.11553 45.032657
53 14 0.38419675 0.42366058 1.9 -661.63463 -226.16325 -947.37 47.681551
53 2 0.49025121 0.41823853 1.9 9.7947218 0.51146093 -16.65356 28.95559
54 14 -0.31147268 -0.58990248 1.9 -160.57589 -143.74315 -302.38116 27.60737
54 5 0.14294264 -0.54833228 1.9 69.515188 22.280225 -75.048494 16.229968
54 3 0.16469471 -0.31748368 1.9 -0.015939839 0.25507038 -0.38040842 42.180952
54 3 -0.037201896 -0.64616431 1.9 6.7209287 8.4847089 -6.7931141 39.429446
54 3 0.16348719 -0.57779136 1.9 3.4602818 -0.8314663 -8.0150789 17.844635
55 14 0.19434255 0.3368839 1.9 -258.412 -206.21053 -296.4278 35.076209
55 1 -0.36607531 0.072238531 1.9 0.31533426 -0.13786091 -0.29540472 48.622778
56 14 -0.28373058 -0.22274027 1.9 284.8838 -20.948909 -236.0109 18.387268
56 13 -0.11918292 0.16378246 1.9 0.095236558 -0.022823393 -0.57754068 47.832322
56 14 -0.1794176 0.18510482 1.9 -0.10846918 0.32726044 -1.4404676 11.365094
56 5 -0.17580615 -0.10921084 1.9 5.4829452 -1.672805 -4.260399 17.582976
56 5 -0.19920257 0.070546171 1.9 11.080969 -11.453034 -28.283667 44.596708
57 14 -0.02986834 0.55783454 1.9 -291.47191 166.05851 -638.86223 5.848185
57 3 -0.10103102 0.30195698 1.9 -4.5182473 -76.208235 -97.350815 19.455513
57 2 -0.11956559 0.49403781 1.9 0.25851229 -0.10470263 -0.34725928 38.565383
58 14 -0.45137679 -0.10842189 1.9 80.649582 39.763798 -417.88873 27.168594
58 5 -0.44042751 0.070918942 1.9 1.6959733 1.2404362 -2.0316553 12.650305
58 2 -0.468386 -0.011456633 1.9 -0.059458655 0.14952538 -0.19358904 23.516428
58 1 -0.87007758 0.091638713 1.9 -2.0019741 -0.4700318 -3.9192496 47.373619
58 5 -0.51360999 -0.1745051 1.9 -0.065144207 0.04318095 -0.12583639 43.617625
58 1 -0.53103473 -0.29072443 1.9 50.271089 -64.237171 -79.507984 48.571749
59 14 -0.31329457 -0.42114895 1.9 771.94211 307.46175 -1815.7958 38.324803
59 1 -0.27674579 -0.66717147 1.9 0.29134904 -0.31702695 -0.79345464 23.365889
60 14 -0.13212202 0.78997585 1.9 -272.98671 193.60275 -536.38849 30.475396
60 5 0.014974052 0.59616251 1.9 -1.3662036 4.0582613 -7.5116742 41.257354
60 13 0.22611454 0.35054058 1.9 -0.066360411 0.27708864 -0.25466033 15.014496
60 6 0.2453344 0.60333803 1.9 52.520642 -18.218249 -93.208264 4.1630759
60 2 0.20967845 0.18418652 1.9 -0.17493355 -0.14520325 -0.20380094 4.9889053
60 2 0.39205538 0.30696446 1.9 -27.138249 14.130888 -18.340225 32.493519
61 14 -0.27650619 -0.062037139 1.9 -549.21054 282.61676 -377.39077 8.729986
61 1 -0.14852168 0.021956315 1.9 -0.05623502 0.059968236 -0.34091578 28.467342
61 6 -0.16445608 0.063390128 1.9 8.812047 -162.6567 -112.4983 5.8200137
61 14 -0.55726302 -0.054797109 1.9 -21.04462 -6.2003023 -30.094644 12.66094
61 2 -0.50880814 0.10665764 1.9 10.581527 -16.302744 -23.331858 49.898419
62 14 -0.31775258 0.6447922 1.9 -478.10338 486.72871 -604.18971 5.2169662
62 6 -0.43721655 0.27989821 1.9 -0.1239879 -0.16260288 -0.19432104 44.054925
62 6 -0.58642964 0.5812651 1.9 -33.270679 -10.661174 -21.905577 28.019935
62 2 -0.50355811 0.49715577 1.9 -0.090091591 0.072194533 -0.50183361 14.48494
62 5 -0.32052613 0.42037409 1.9 -0.33410319 -1.8786751 -2.5350488 14.086447
63 14 0.16159631 0.35816095 1.9 228.07437 -998.36145 -992.84578 48.143168
63 14 0.55168005 0.34003009 1.9 -1.8336575 1.5309278 -3.900943 28.142595
63 2 0.22733259 0.59694556 1.9 0.23457857 0.18625827 -0.46228777 27.292113
63 6 0.22708443 0.55960446 1.9 -124.45688 -0.2292412 -201.492 38.426572
64 14 0.42412579 -0.54522417 1.9 -435.47105 -432.97648 -569.45981 4.1180656
64 1 0.41495761 -0.4892439 1.9 -5.5384901 19.230468 -41.100754 30.380986
64 3 0.52953731 -0.23369629 1.9 1.0315052 0.35548356 -1.5950531 37.648333
65 14 0.43530839 -0.23286224 1.9 -302.52413 -169.57468 -459.05066 8.1076788
