# G4Cosmic CORSIKA text .dat shower list
# event_id corsika_id x_m y_m z_m px_GeV py_GeV pz_GeV time_ns
# primary=proton energyMode=powerLaw spectralIndex=2.7
16 14 -0.29148763 -0.45817561 1.9 1.8346072 -296.22808 -227.68631 45.163489
16 14 -0.21208163 -0.689953 1.9 3.2678329 6.4498669 -5.2659399 0.23293452
16 1 -0.12149864 -0.67799829 1.9 0.17381074 0.16744495 -0.15058333 26.655889
16 14 -0.53335501 -0.52173508 1.9 32.218665 21.349894 -34.810126 0.65253774
16 5 -0.38943574 -0.5249367 1.9 0.091633762 0.13665933 -0.15763458 16.398586
17 14 -0.50783716 0.47552625 1.9 -172.91299 77.980866 -471.37565 41.868742
17 13 -0.44683756 0.41143478 1.9 126.50664 -32.77946 -118.56351 23.899333
17 14 -0.34003911 0.47742259 1.9 83.451605 13.926221 -99.869855 49.426709
17 13 -0.63034952 0.31840009 1.9 -0.15142166 1.3214469 -1.0509528 1.2291734
17 1 -0.42007632 0.46715492 1.9 -0.14761947 -0.22361496 -0.45919556 9.3959133
17 5 -0.50032959 0.52560361 1.9 -2.2960211 1.4962028 -2.2607924 9.2387053
17 13 -0.36062619 0.384587 1.9 -8.2260495 21.749784 -24.231708 2.4421455
18 14 0.027827373 0.35590884 1.9 527.16117 141.93401 -374.5474 8.270486
18 2 0.34008154 0.32380357 1.9 0.453086 -0.56105161 -5.2573914 16.336835
18 3 0.074540339 0.33986851 1.9 2.8752019 1.574715 -2.8921168 39.146699
18 5 0.20156674 0.18868042 1.9 -5.2669786 -1.4883999 -4.9295674 40.267355
18 5 0.44847901 0.31656932 1.9 -1.3781561 -0.27721971 -2.2247596 34.618905
18 3 0.032499996 0.41550529 1.9 -0.141775 0.045174809 -0.29845352 35.600234
18 2 0.14329664 0.2710433 1.9 -1.5148067 3.2381727 -3.2848401 40.928046
18 6 0.32519897 0.39538057 1.9 -0.19781396 0.081574708 -0.33302843 38.002602
19 14 -0.5137466 -0.34504543 1.9 849.26261 -2122.4094 -1320.1692 14.54058
19 5 -0.36934942 -0.634753 1.9 -208.64067 461.33924 -1337.2094 17.065689
19 14 -0.25000034 -0.39705769 1.9 0.20481567 1.9297986 -4.4416573 44.501349
19 14 -0.16333022 -0.75192658 1.9 1.9716674 -0.72499137 -3.8536892 35.383728
19 5 -0.52571518 -0.50808163 1.9 0.22721991 1.5774957 -1.4632695 1.4798805
19 2 -0.13910109 -0.39023373 1.9 -1.4325576 0.62412435 -1.3884148 48.77567
19 3 -0.41171334 -0.56007645 1.9 74.548892 218.41164 -149.22601 10.362128
20 14 0.5038884 -0.5367076 1.9 -161.0684 251.56253 -247.13667 39.032243
20 6 0.23417446 -0.5044098 1.9 -11.159705 62.474268 -38.098459 16.629765
20 1 0.24677611 -0.66654014 1.9 50.049435 8.2853591 -75.232698 18.286186
21 14 -0.52386271 0.34590326 1.9 -139.34542 510.91651 -492.44562 23.143707
21 1 -0.43204034 0.13947691 1.9 18.913293 12.373231 -28.294122 16.03961
21 6 -0.39301081 0.23750423 1.9 3.5200876 2.8374965 -2.6659234 43.257178
22 14 -0.20733955 -0.29289996 1.9 50.172117 135.7218 -601.3961 45.224237
22 5 -0.56153967 -0.025250978 1.9 0.68317448 0.74445559 -1.9159018 45.95304
22 5 -0.51482696 -0.42801252 1.9 99.466902 -9.6326793 -172.04131 36.500927
22 14 -0.43549195 -0.032579374 1.9 0.84530564 -1.0780288 -1.0922699 9.1860769
23 14 -0.59192552 -0.16968588 1.9 -19.938055 440.64414 -383.90794 5.4385665
23 3 -0.58511526 -0.38114415 1.9 0.62658817 -1.7659147 -1.0924491 32.497655
23 3 -0.53703195 -0.074649251 1.9 0.093746181 -0.092284647 -0.44492096 4.5879116
23 14 -0.44450881 -0.22232404 1.9 -1.0193506 -4.3590678 -14.465896 28.277783
23 14 -0.72281917 -0.45718042 1.9 2.3307157 -1.0588266 -3.1786522 44.819785
23 2 -0.47560822 -0.20573156 1.9 -0.2234771 -0.70712935 -1.6565133 30.311675
24 14 -0.057852293 0.31480532 1.9 98.892474 -125.10258 -369.46986 35.930272
24 13 0.2507239 0.20527754 1.9 38.366902 0.40836662 -25.277338 13.841723
24 13 0.083255511 0.53411842 1.9 -49.345194 26.342793 -32.568117 36.065041
24 14 -0.24921594 0.15714329 1.9 0.19341664 -2.942024 -3.4794209 44.52753
24 14 0.23742298 0.27218387 1.9 -0.60232343 -0.3231243 -0.70458741 17.263569
24 1 -0.12251212 0.1250332 1.9 -43.181895 71.27844 -113.45288 48.684803
24 14 0.05696803 0.17115915 1.9 0.086327645 -0.3129628 -0.39640129 45.729137
25 14 -0.30161184 0.458883 1.9 -10.704895 -51.934557 -873.4388 30.316497
25 13 -0.42962513 -0.053201613 1.9 -36.604473 -5.0083721 -64.539708 42.21693
25 5 -0.47467603 0.082070721 1.9 -0.078851776 0.067583385 -0.2509448 44.445514
25 1 -0.52917586 0.40835118 1.9 0.15682508 0.091754067 -0.32497655 37.824379
26 14 0.36037961 -0.23360419 1.9 20.863726 262.4967 -231.12521 38.755162
26 3 0.19066505 -0.33608615 1.9 28.605829 -60.340261 -72.45424 10.354413
26 1 0.42198027 -0.60918165 1.9 -0.27470794 0.063183797 -0.36677396 20.26339
26 3 0.29874905 -0.1210666 1.9 -10.903946 6.198044 -42.730892 49.048595
26 1 0.26843947 -0.29742406 1.9 -0.04621374 -0.0040848491 -0.097927941 32.528864
26 6 0.22068749 -0.61243988 1.9 -1.942681 27.071172 -39.036816 4.3572312
26 3 0.15512076 -0.26351971 1.9 -0.3421019 0.29821726 -0.53924505 7.9596845
27 14 -0.36184484 0.48126442 1.9 -1623.3819 1017.2223 -1418.3231 7.1300704
27 3 -0.51177576 0.49945065 1.9 -50.394784 -192.77375 -184.60044 25.895733
27 1 -0.44271842 0.042371394 1.9 14.722386 -20.192411 -16.134982 30.153323
28 14 0.25723017 -0.16943753 1.9 455.21949 -68.966122 -477.86111 37.845404
28 3 0.57824993 -0.3926398 1.9 0.098172203 0.10210772 -0.30209972 43.44282
28 1 0.14560557 -0.25573673 1.9 -14.706113 -10.477941 -49.398609 16.151382
28 1 0.52482097 -0.11215163 1.9 -135.15232 52.846343 -138.7841 43.112236
28 5 0.2047783 -0.23045352 1.9 -21.912351 -42.653305 -108.19919 27.298771
28 3 0.2442977 -0.21039869 1.9 -1.5770932 -1.5134158 -3.4954694 47.374758
28 1 0.32428296 -0.50796041 1.9 0.62922734 -0.025275963 -0.44769497 49.06937
29 14 -0.059804982 0.00973466 1.9 388.91395 -50.381426 -800.60616 19.290129
29 13 0.22176968 0.11037843 1.9 20.553266 9.3189357 -33.723714 48.459806
29 14 -0.01955174 -0.040371946 1.9 7.2486401 -37.31648 -79.228067 49.231969
29 5 0.2468819 0.07390456 1.9 43.65385 53.983783 -419.86969 27.956824
30 14 0.35501582 -0.37717812 1.9 707.42248 -400.98154 -1060.8142 46.297083
30 3 0.57677441 -0.0010846855 1.9 -3.9656719 0.76441147 -3.4750811 16.574588
30 14 0.52887644 -0.19069615 1.9 15.549513 5.0143198 -20.088572 49.250724
30 1 0.73073561 -0.036397192 1.9 -10.724105 -271.72734 -537.14257 46.974331
31 14 0.022453195 0.63706431 1.9 952.84501 -558.36099 -674.8944 39.152643
31 14 -0.095871908 0.73769963 1.9 66.845622 20.955975 -71.247628 2.499855
32 14 0.33141722 0.2017861 1.9 155.62371 -90.191115 -317.0818 2.3854398
32 6 0.453375 0.23918289 1.9 -3.7383012 -5.6990871 -6.7278583 13.098528
32 1 0.61259181 0.12033499 1.9 0.38871803 0.37470262 -1.0927485 25.679577
32 14 0.40894273 -0.12352831 1.9 2.7509778 -7.2699836 -34.484955 37.787787
32 1 0.32258274 0.0069767613 1.9 -62.684751 1.6881818 -82.182103 0.84581429
32 3 0.47896779 -0.042791294 1.9 -33.444408 -15.642029 -74.927099 39.24805
33 14 0.48935596 -0.25535933 1.9 253.79792 187.71243 -560.24935 43.152983
33 14 0.32762582 -0.26673306 1.9 56.128689 32.292403 -97.019461 36.309195
33 14 0.32692496 -0.37737653 1.9 -0.21913228 0.31702603 -0.35516135 47.597344
33 5 0.40291266 -0.1997074 1.9 162.90376 -195.83601 -182.02115 17.546777
33 2 0.38956399 -0.35606694 1.9 -11.233915 -27.749046 -47.928365 24.554784
34 14 0.12288455 0.43657009 1.9 -159.20088 -197.75681 -260.4227 20.57242
34 3 -0.14093447 0.34308691 1.9 0.03874096 -0.01097037 -0.13526795 29.456268
34 13 -0.14169604 0.33788627 1.9 -0.079997592 0.14083994 -0.19042078 3.7516344
34 1 0.075127348 0.52460996 1.9 0.55105451 -0.12575222 -0.87658682 11.948449
34 5 0.11390997 0.36967731 1.9 -0.030267435 -0.082756051 -0.062664234 39.483969
34 1 0.20422422 0.39311564 1.9 8.373945 26.997377 -19.85225 11.572793
35 14 0.57844936 0.18038713 1.9 376.67861 466.6826 -573.67908 10.91213
35 1 0.4969309 0.1094961 1.9 32.260173 84.252876 -83.46777 10.842794
35 14 0.20495557 0.17299628 1.9 30.771811 7.1891827 -35.51519 35.9494
36 14 -0.1943059 0.28755261 1.9 -229.5212 401.00707 -306.16757 41.510656
36 14 -0.13499092 0.75667362 1.9 0.31798781 -15.793144 -13.218652 6.8129925
36 14 -0.29047943 0.4083118 1.9 -0.14976121 0.070275456 -0.55370162 25.243149
37 14 0.50931208 -0.2270749 1.9 332.10957 92.613485 -200.91997 3.0685768
37 14 0.61620607 -0.19579426 1.9 -1.0026518 0.89234352 -1.1723239 6.9680296
37 1 0.61548237 0.16942565 1.9 5.0591221 -10.94272 -22.16547 44.442873
37 13 0.40541834 0.065099749 1.9 -0.27161685 0.2960405 -0.2331399 41.968986
37 2 0.40155843 0.078793897 1.9 -9.7904107 -7.5845381 -22.194054 22.728834
37 6 0.2773102 -0.09494839 1.9 -30.697278 -144.96666 -125.81071 7.4105585
38 14 -0.28409235 -0.24049945 1.9 -233.8873 458.439 -331.45056 2.9519443
38 2 -0.42552115 -0.33802859 1.9 12.053835 -11.794024 -27.472569 18.278715
38 6 -0.28266817 -0.18781274 1.9 0.082274456 0.10656776 -0.25395911 13.997475
38 14 -0.17734208 -0.40039186 1.9 5.9360184 -52.920793 -44.552199 35.170386
38 3 -0.61553405 -0.24342115 1.9 -0.028615795 0.21476812 -0.28591377 45.135911
39 14 -0.36896098 0.11478446 1.9 -119.20611 1665.9041 -3124.8264 45.251011
39 5 -0.28516732 -0.37914972 1.9 -9.7167314 2.1362438 -5.8276636 0.13366622
39 1 -0.36664092 -0.15787974 1.9 22.584132 1421.2944 -1107.7906 38.573261
39 6 -0.32389668 -0.47255711 1.9 -0.74201739 4.3179909 -4.9720348 25.768365
39 5 -0.28769131 -0.14357553 1.9 0.73377533 0.72587875 -1.4585798 4.3959853
39 13 -0.057799846 -0.22659746 1.9 769.77792 -931.25572 -832.13457 5.824018
39 14 -0.38539281 -0.24841872 1.9 -22.209935 2.5777797 -23.961149 25.87254
39 1 -0.080273725 -0.086123332 1.9 -14.760091 -1.98072 -12.910613 46.152154
40 14 -0.14257073 0.57679344 1.9 156.51338 146.46979 -402.31995 34.814283
40 13 0.01670922 0.50203358 1.9 -26.078502 -14.009864 -33.073841 28.302788
40 14 -0.017129278 0.73833659 1.9 3.2955844 2.6918457 -9.3044726 45.154132
40 1 -0.073921098 0.4197053 1.9 -0.026686016 0.074939949 -0.10527543 31.193444
40 3 0.059164902 0.57296888 1.9 4.737576 6.6323818 -19.001229 1.8326586
41 14 -0.2009465 0.27533472 1.9 -108.70553 36.603743 -658.33166 13.338762
41 1 -0.036897812 -0.24399037 1.9 6.3207283 -7.6532337 -11.123071 48.754579
41 2 0.11616711 0.016135797 1.9 0.056639047 0.12065492 -0.22062724 28.551559
41 1 -0.027152755 0.0063503761 1.9 -61.631429 -78.444034 -112.16168 17.779694
42 14 -0.45661238 -0.56867449 1.9 -232.52449 145.21477 -231.66767 16.576636
42 2 -0.14803986 -0.39563409 1.9 0.63264039 -2.8389992 -3.3473416 41.287256
42 6 -0.51487029 -0.17478589 1.9 -12.011186 -22.843235 -33.135207 48.953724
42 1 -0.32240108 -0.3087572 1.9 -78.614236 89.050441 -98.349471 14.833073
42 3 -0.46442382 -0.44790531 1.9 -4.3451829 -48.457163 -53.94124 44.490232
43 14 -0.48542676 -0.72892978 1.9 508.8296 -216.91993 -483.18156 49.827311
43 13 -0.52598691 -0.38543417 1.9 114.31511 -144.81398 -202.55181 19.94125
43 13 -0.52624445 -0.38506833 1.9 94.05028 172.18356 -203.47222 34.761125
43 3 -0.59043349 -0.67016812 1.9 3.441967 -7.7804814 -5.6209029 44.336298
43 13 -0.63146535 -0.35800032 1.9 21.932641 -14.338812 -16.073818 32.340923
43 5 -0.52559507 -0.65185285 1.9 0.47650422 1.8457872 -3.6171782 15.423627
44 14 -0.36355477 0.3125132 1.9 -408.09909 -355.24618 -436.39054 14.227644
44 5 -0.14281683 0.24055309 1.9 0.099914944 0.076134611 -0.32238555 2.8740618
44 5 -0.52781793 0.10787885 1.9 0.24679052 -0.062015855 -0.34563924 29.459192
44 5 -0.41561424 0.47467502 1.9 -6.4996692 -9.6453335 -20.716602 33.129384
45 14 0.17357907 -0.25109452 1.9 406.38777 100.57558 -294.33172 42.283821
45 2 0.058761404 -0.34914054 1.9 41.39863 -14.201911 -52.268223 6.8697513
45 3 0.18722779 -0.18291798 1.9 -0.7829839 8.3591131 -7.0486528 36.353601
45 13 0.22783058 -0.51307815 1.9 -16.281469 -22.896022 -24.045651 49.165323
45 14 0.21165473 -0.45904934 1.9 0.14557823 -0.028801416 -0.29679412 44.423197
45 3 0.29661432 -0.29092942 1.9 -0.10282214 0.36391083 -0.92820692 27.592289
45 5 0.16749794 0.053616328 1.9 -13.786434 39.030301 -36.899405 28.20529
45 6 0.49227601 -0.061276571 1.9 -16.582886 29.710067 -39.517567 48.975583
46 14 0.77371594 -0.0040391883 1.9 -83.45757 174.5938 -305.32075 40.358086
46 13 0.75231528 0.021612669 1.9 0.150964 -0.027524098 -0.28453539 33.390616
46 2 0.73197884 -0.26403176 1.9 0.072489206 -0.73828203 -0.72719184 38.279875
46 1 0.48487958 -0.25222233 1.9 -47.128172 52.15009 -79.365801 40.633108
46 3 0.63785399 -0.042321888 1.9 2.2362386 -2.0677892 -2.9904307 3.6399281
46 5 0.48003348 -0.22201561 1.9 -32.125824 17.957908 -33.351246 31.164213
46 5 0.7012538 -0.1737131 1.9 2.1513185 1.5457813 -1.5997151 42.465735
47 14 -0.25423231 -0.42036227 1.9 170.25566 401.04102 -736.11446 26.084299
47 14 -0.11202333 -0.20149943 1.9 0.86736618 -13.355355 -23.655075 31.132323
47 14 -0.54144608 -0.32092497 1.9 -14.612375 -114.94802 -97.644014 28.92528
47 13 -0.23857965 -0.10388611 1.9 6.3338391 6.8219371 -9.8133916 48.116811
48 14 0.5554401 -0.15629329 1.9 430.09648 -67.150534 -290.17717 49.370406
48 5 0.46341126 -0.27995089 1.9 13.742911 -7.3260941 -12.483576 49.376899
48 14 0.69257064 -0.31051963 1.9 -5.2771876 19.968243 -36.953074 35.233772
49 14 0.69459272 -0.15797048 1.9 -1141.2726 833.31935 -1072.6763 47.559814
49 14 0.48539194 -0.18044307 1.9 -235.93425 265.09579 -836.31698 47.554975
49 1 0.41140836 -0.29172964 1.9 -2.0018363 -1.4316798 -3.0407505 24.341896
49 14 0.73580782 -0.078935118 1.9 3.5838937 -0.32898629 -3.3651945 11.705439
49 5 0.47375056 -0.22690593 1.9 304.85706 169.72406 -255.63697 2.4238101
49 5 0.51762417 0.028804724 1.9 0.98247389 0.39356155 -0.65970802 9.4429726
50 14 -0.10758903 0.12076001 1.9 -402.04177 53.437633 -740.82558 23.79652
50 6 -0.041467433 0.64952243 1.9 0.19145266 0.45081758 -1.57041 19.779601
50 14 0.17806163 0.66273113 1.9 -0.3974818 -0.19134303 -0.78653009 47.241179
51 14 0.24080259 0.10158701 1.9 -259.27521 -7.2121875 -414.80391 19.796709
51 13 0.79573622 0.1501777 1.9 -0.033296592 -0.045028942 -0.13403722 6.9803763
51 3 0.43393901 -0.17235972 1.9 -13.364492 5.937748 -30.976004 28.594864
51 2 0.56896672 -0.081416476 1.9 -0.23829115 0.20605169 -0.210879 6.4759128
51 5 0.47179719 -0.071903701 1.9 -1.4024451 1.2515408 -2.8485477 23.507091
51 2 0.64931289 -0.1779023 1.9 0.24470025 -1.0621347 -9.5489531 18.71996
51 2 0.66573753 0.024473201 1.9 15.834347 4.3653916 -30.993366 2.9172496
52 14 -0.047648267 0.093019398 1.9 -165.59569 -346.19656 -617.08505 46.816403
52 5 0.19967141 0.084850402 1.9 -0.18386974 0.4663407 -0.32653233 5.1273535
52 6 -0.30233049 -0.10710215 1.9 3.7309896 1.6342132 -3.1094799 0.87359652
52 6 0.076738574 0.023236866 1.9 -0.72006767 -1.0546763 -2.1324911 4.5599892
52 6 -0.16028218 -0.071847226 1.9 -49.110185 18.192553 -165.87056 15.163159
52 5 -0.024883269 -0.15994268 1.9 94.002841 4.7110116 -106.72642 44.011416
52 14 0.34390162 -0.21537618 1.9 145.3022 -24.254529 -90.587703 45.032657
53 14 0.38419675 0.42366058 1.9 -721.52518 -246.63743 -1033.123 47.681551
53 2 0.49025121 0.41823853 1.9 10.681341 0.55775885 -18.160995 28.95559
54 14 -0.31147268 -0.58990248 1.9 -160.77544 -143.92263 -302.75686 27.60737
54 5 0.14294264 -0.54833228 1.9 69.601744 22.307985 -75.141686 16.229968
54 3 0.16469471 -0.31748368 1.9 -0.015960002 0.25538802 -0.38088111 42.180952
54 3 -0.037201896 -0.64616431 1.9 6.7292899 8.4952762 -6.8015355 39.429446
54 3 0.16348719 -0.57779136 1.9 3.4645953 -0.83248622 -8.025042 17.844635
55 14 0.19434255 0.3368839 1.9 -259.93624 -207.42808 -298.17582 35.076209
55 1 -0.36607531 0.072238531 1.9 0.31719558 -0.13867301 -0.29714666 48.622778
56 14 -0.28373058 -0.22274027 1.9 285.22529 -20.97269 -236.29276 18.387268
56 13 -0.11918292 0.16378246 1.9 0.09535083 -0.022850323 -0.57823178 47.832322
56 14 -0.1794176 0.18510482 1.9 -0.10859967 0.3276526 -1.4421912 11.365094
56 5 -0.17580615 -0.10921084 1.9 5.4895227 -1.6747849 -4.2654852 17.582976
56 5 -0.19920257 0.070546171 1.9 11.094298 -11.466717 -28.317496 44.596708
57 14 -0.02986834 0.55783454 1.9 -300.08694 170.96591 -657.74264 5.848185
57 3 -0.10103102 0.30195698 1.9 -4.6515145 -78.460637 -100.22778 19.455513
57 2 -0.11956559 0.49403781 1.9 0.26615327 -0.10779601 -0.35752167 38.565383
58 14 -0.45137679 -0.10842189 1.9 81.035326 39.954021 -419.88662 27.168594
58 5 -0.44042751 0.070918942 1.9 1.7040842 1.2463697 -2.0413649 12.650305
58 2 -0.468386 -0.011456633 1.9 -0.059743257 0.15024046 -0.19451434 23.516428
58 1 -0.87007758 0.091638713 1.9 -2.0115484 -0.47228504 -3.9379855 47.373619
58 5 -0.51360999 -0.1745051 1.9 -0.065455874 0.043387359 -0.12643792 43.617625
58 1 -0.53103473 -0.29072443 1.9 50.511784 -64.544201 -79.887967 48.571749
59 14 -0.31329457 -0.42114895 1.9 1008.5552 401.70421 -2372.3618 38.324803
59 1 -0.27674579 -0.66717147 1.9 0.38065407 -0.41419945 -1.0366591 23.365889
60 14 -0.13212202 0.78997585 1.9 -278.69591 197.65093 -547.60422 30.475396
60 5 0.014974052 0.59616251 1.9 -1.3947802 4.1431277 -7.668742 41.257354
60 13 0.22611454 0.35054058 1.9 -0.067748535 0.28288308 -0.25998485 15.014496
60 6 0.2453344 0.60333803 1.9 53.619062 -18.598999 -95.157228 4.1630759
60 2 0.20967845 0.18418652 1.9 -0.17859137 -0.14824028 -0.20806208 4.9889053
60 2 0.39205538 0.30696446 1.9 -27.705791 14.426338 -18.723653 32.493519
61 14 -0.27650619 -0.062037139 1.9 -565.5698 291.0336 -388.62959 8.729986
61 1 -0.14852168 0.021956315 1.9 -0.05791017 0.061754378 -0.35106968 28.467342
61 6 -0.16445608 0.063390128 1.9 9.0751181 -167.50154 -115.84861 5.8200137
61 14 -0.55726302 -0.054797109 1.9 -21.671444 -6.3850416 -30.990961 12.66094
61 2 -0.50880814 0.10665764 1.9 10.896777 -16.788298 -24.026751 49.898419
62 14 -0.31775258 0.6447922 1.9 -502.64261 511.70884 -635.19689 5.2169662
62 6 -0.43721655 0.27989821 1.9 -0.13035098 -0.17094876 -0.20429369 44.054925
62 6 -0.58642964 0.5812651 1.9 -34.978237 -11.208439 -23.02974 28.019935
62 2 -0.50355811 0.49715577 1.9 -0.094715657 0.075899724 -0.52758893 14.48494
62 5 -0.32052613 0.42037409 1.9 -0.35124418 -1.9750983 -2.6651511 14.086447
63 14 0.16159631 0.35816095 1.9 259.58411 -1136.2713 -1129.9906 48.143168
63 14 0.55168005 0.34003009 1.9 -2.0869574 1.7424024 -4.4397973 28.142595
63 2 0.22733259 0.59694556 1.9 0.26698253 0.21198763 -0.52614555 27.292113
63 6 0.22708443 0.55960446 1.9 -141.64903 -0.26124055 -229.32497 38.426572
64 14 0.42412579 -0.54522417 1.9 -453.88295 -451.28555 -593.53634 4.1180656
64 1 0.41495761 -0.4892439 1.9 -5.772706 20.043596 -42.838542 30.380986
64 3 0.52953731 -0.23369629 1.9 1.075121 0.37051497 -1.6624931 37.648333
65 14 0.43530839 -0.23286224 1.9 -307.34027 -172.27539 -466.35802 8.1076788
